Code,Description
"13354","Mankato Regional"
"13355","Makokou Airport"
"13356","Rendani"
"13357","Mackay Airport"
"13358","Malacca Airport"
"13359","Luqa International"
"13360","Melbourne International"
"13361","McAlester Regional"
"13362","Malad City Airport"
"13363","Velana International"
"13364","Milford Municipal/Ben and Judy Briscoe Field"
"13365","Abdul Rachman Saleh"
"13366","EuroAirport"
"13367","Quad City International"
"13368","Malta Airport"
"13369","Marshall Don Hunter Sr."
"13370","General Francisco J. Mujica International"
"13371","Melilla Airport"
"13372","Milos Airport"
"13373","Malabang Airport"
"13374","Malalaua Airport"
"13375","Frank Wiley Field"
"13376","Millinocket Municipal"
"13377","Monroe Regional"
"13378","Merluna Airport"
"13379","Monrovia Spriggs Payne"
"13380","Malatya Airport"
"13381","Manley Hot Springs Airport"
"13382","Melo Airport"
"13383","Malmo Metropolitan Area"
"13384","Memanbetsu Airport"
"13385","Cuauhtemoc"
"13386","Minami Daito Airport"
"13387","Durham Tees Valley"
"13388","Mammoth Lakes Airport"
"13389","McMinn County"
"13390","Matsumoto Airport"
"13391","Murmansk Airport"
"13392","Southwest Minnesota Regional-Marshall/Ryan Field"
"13393","Middlemount Airport"
"13394","Minute Man Air Field"
"13395","Mompos Airport"
"13396","Mbala Airport"
"13397","McEntire Jngb"
"13398","Morristown Municipal"
"13399","Malmo Airport"
"13400","Miyako"
"13401","Fosston Municipal"
"13402","Moose Lake Carlton County"
"13403","Ortonville Municipal-Martinson Field"
"13404","Muanda"
"13405","Nacala International"
"13406","John A Osborne"
"13407","Maiana Airport"
"13408","Ninoy Aquino International"
"13409","Menominee-Marinette Twin County"
"13410","Marion Municipal"
"13411","Manono Airport"
"13413","Mongu Airport"
"13414","Mansa Airport"
"13415","Minto Al Wright"
"13416","Mawlamyine Airport"
"13417","Manicore Airport"
"13418","Manassas Regional/Harry P. Davis Field"
"13419","Midwest National Air Center"
"13420","Washington Regional"
"13421","Orestes Acosta"
"13422","Mobile Regional"
"13423","Mario Ribeiro"
"13424","Modesto City-County-Harry Sham Field"
"13425","Mong Hsat Airport"
"13426","Aro"
"13427","Moudjeria Ledfotar"
"13428","Mount Cook Airport"
"13429","Mount Pleasant Municipal"
"13430","Morondava Airport"
"13431","Moore-Murrell"
"13432","Moses Point Airport"
"13433","Minot International"
"13434","Mountain Village Airport"
"13435","Moscow Metropolitan Area"
"13437","Monterrey Airport"
"13438","Temae"
"13439","Watson Island International"
"13440","Montpelier Airport"
"13441","Petit Jean Park"
"13442","Mokpo Airport"
"13443","Montpellier Mediterranee"
"13444","Maputo Airport"
"13445","Mount Pleasant Airport"
"13446","Pocono Mountains Municipal"
"13447","McPherson Airport"
"13448","Mount Pleasant Municipal"
"13449","Maliana Airport"
"13450","Edward F Knapp State"
"13451","Miyanmin Airport"
"13452","Macomb Municipal"
"13453","Indianapolis Regional"
"13454","Mildura Airport"
"13455","Rossvoll"
"13456","Kruger Mpumalanga International"
"13457","Moundou Airport"
"13458","Mustique Airport"
"13459","Sawyer International"
"13460","Mek'ele Airport"
"13461","Smyrna Airport"
"13462","Misrata International"
"13463","Eastern WV Regional/Shepherd Field"
"13464","Maury County"
"13465","Alberto Carnevalli"
"13466","Beaufort Morehead City"
"13467","Merrill Field"
"13469","Marco Island Airport"
"13470","Morganton Lenoir"
"13471","Grand Case Airport"
"13472","Marseille Provence"
"13473","Sir Seewoosagur Ramgoolam International"
"13474","Mineralnyye Vody Airport"
"13475","Del Caribe International"
"13476","Monterey Regional"
"13477","Moree Airport"
"13478","Grenada Municipal"
"13479","Muskrat Dam Airport"
"13480","Falcon Field"
"13481","Manston Airport"
"13482","Masirah Airport"
"13483","Misawa AB"
"13484","Northwest Alabama Regional"
"13485","Dane County Regional-Truax Field"
"13486","Missoula International"
"13487","Minneapolis-St Paul International"
"13488","Minsk 2"
"13490","Massena International-Richards Field"
"13491","Maastricht Aachen"
"13492","Moshoeshoe I International"
"13493","Sullivan County International"
"13494","Massawa International"
"13495","Louis Armstrong New Orleans International"
"13496","Yuri Gagarin"
"13497","Colstrip Airport"
"13498","Selfridge Angb"
"13499","Mount Sanford Station"
"13500","Monte Alegre Airport"
"13501","The Florida Keys Marathon International"
"13502","Montrose Regional"
"13503","Maitland Airport"
"13504","Metlakatala"
"13505","Martin State"
"13506","Coles County Memorial"
"13507","Sky Portal"
"13508","Los Garzones"
"13509","Matsapha"
"13510","Minatitlan Airport"
"13511","Mota Lava Airport"
"13512","Manitowoc County"
"13513","Metro Field"
"13514","General Mariano Escobedo International"
"13515","Israel Bar Yehuda"
"13516","Munda Airport"
"13517","Maun Airport"
"13518","Muenchen"
"13520","Waimea-Kohala"
"13521","Mulege Airport"
"13522","Mersa Matruh Airport"
"13523","Spence"
"13524","Jose Tadeo Monagas International"
"13525","Mountain Home AFB"
"13526","Marudi Airport"
"13527","Muscatine Municipal"
"13528","Multan International"
"13530","Musoma Airport"
"13531","Mvengue Airport"
"13532","Carrasco International"
"13533","Dixsept Rosado"
"13534","Marlboro"
"13535","Morrisville Stowe State"
"13536","Kayenta Airport"
"13537","Mount Vernon Airport"
"13539","Salak"
"13540","Skagit Regional"
"13541","Martha's Vineyard Airport"
"13543","Veterans Airport of Southern Illinois"
"13544","Lawrence J Timmerman"
"13545","Mianwali Airport"
"13546","Grant County International"
"13547","Mineral Wells Airport"
"13548","Windom Municipal"
"13549","Middletown Regional/Hook Field"
"13550","Magway"
"13551","Mwanza Airport"
"13552","Andi Jemma"
"13553","Monticello Airport"
"13554","Laurinburg-Maxton"
"13555","Maxwell AFB"
"13556","Marlboro Airport"
"13557","Moro Airport"
"13558","Minna Airport"
"13559","General Rodolfo Sanchez Taboada International"
"13560","Malpensa"
"13561","Maota Airport"
"13562","Maintirano Airport"
"13563","Mora Airport"
"13564","McCarthy Airport"
"13565","Moruya Airport"
"13566","Mayumba Airport"
"13567","Maracay Airport"
"13568","Malindi Airport"
"13569","Miyake Jima Airport"
"13570","Montgomery Gibbs Executive"
"13571","Mayaguana Airport"
"13572","Cliff Dwellers"
"13573","Matsuyama Airport"
"13574","May Creek Airport"
"13575","McCall Municipal"
"13576","Mary Airport"
"13577","Myrtle Beach International"
"13578","Myitkyina Airport"
"13579","Mekoryuk Airport"
"13580","Yuba County"
"13581","Mtwara Airport"
"13582","Miri Airport"
"13584","Mocimboa Da Praia Airport"
"13585","Ma Kung AB"
"13586","Ambodedjo"
"13587","Pinal Airpark"
"13588","Marakei Airport"
"13589","La Nubia"
"13590","Metz-Nancy Metz-Frescaty"
"13591","Minj Airport"
"13592","Sierra Maestra International"
"13593","Mawlana Jalaluddin Muhammad Balkhi"
"13594","General Rafael Buelna International"
"13595","Marion Municipal"
"13596","Pottstown Municipal"
"13597","Trenton-Robbinsville"
"13598","Narrabri Airport"
"13599","Harriman-and-West"
"13600","Dr. Baba Saheb Ambedkar International"
"13601","Nakhon Ratchasima Airport"
"13602","Nadi International"
"13603","Nanchong Airport"
"13604","Capodichino"
"13605","Lynden Pindling International"
"13606","Augusto Severo"
"13607","Napuka"
"13609","Nana"
"13610","Nambaiyufa Airport"
"13611","Begishevo"
"13612","New Orleans NAS JRB"
"13613","Newburgh Airport"
"13614","Suvarnabhumi International"
"13616","Nairobi Jomo Kenyatta International"
"13617","Glenview NAS"
"13618","Guantanamo Bay NS"
"13619","Gastonia Municipal"
"13620","Johnston Regional"
"13621","Shelby-Cleveland County Regional"
"13622","Currituck County Regional"
"13623","Duplin County"
"13624","North Caicos International"
"13625","Nice Cote D Azur"
"13626","Nachingwea Airport"
"13627","Necocli Airport"
"13628","Newcastle Airport"
"13629","Chenega Bay"
"13630","Quonset State Air Reserve National Guard Helipad"
"13631","Cubi Point NAS"
"13632","Dobbins ARB"
"13633","Newcastle Airport"
"13634","Miguel Angel Castillo Zumbado"
"13635","Nukus Airport"
"13636","Annecy Meythet"
"13637","Robert Odegaard Field"
"13638","Nouadhibou Airport"
"13639","Nanded Airport"
"13641","Hassan Djamous"
"13642","Ndele Airport"
"13643","El Aroui International"
"13644","Nordholz-Spieka"
"13645","Gothenburg Municipal"
"13646","Blair Municipal"
"13647","Glynco NAS"
"13648","Negril Airport"
"13650","Lakehurst/Maxfield Field"
"13651","Neryungri Airport"
"13652","New Bight Airport"
"13653","Samneua"
"13654","Vance Winkworth Amory"
"13655","Lakefront"
"13656","Fallon NAS"
"13657","Young Airport"
"13658","Lishe"
"13659","North Rim"
"13660","Auguste George"
"13661","N'Gaoundere Airport"
"13662","Kaneohe Bay MCAS"
"13663","Agana NAS"
"13664","Nagoya Airport"
"13665","Corpus Christi NAS"
"13666","Nagasaki Airport"
"13667","Norfolk NS"
"13668","Alameda NAS"
"13669","Nha Trang"
"13670","Minhad AB"
"13671","Patuxent River NAS"
"13672","RAF Northolt"
"13673","Nuku Hiva Fr.Poly."
"13674","Brunswick Executive"
"13675","Nimba Airport"
"13676","Nikolai Airport"
"13677","Nicosia Airport"
"13678","Niblack Airport"
"13679","Nikunau Airport"
"13680","Diori Hamani"
"13681","Ninilchik Airport"
"13682","Jacksonville NAS"
"13683","Niort Airport"
"13684","Nioro Airport"
"13685","Camden County"
"13686","Eagles Nest"
"13687","Atsugi NAF"
"13688","Nizhnevartovsk Airport"
"13689","El Centro NAF"
"13690","Nkan Airport"
"13691","Nouakchott Airport"
"13692","Lukou"
"13693","Naukiti Airport"
"13694","Chubu Centrair International"
"13695","Nankina Airport"
"13696","Nkongsamba Airport"
"13697","Cherry Point MCAS"
"13698","Nichin Cove Seaplane Base"
"13699","Diego Garcia Nsf"
"13700","Miramar MCAS"
"13701","Ndola Airport"
"13702","Lemoore NAS"
"13703","Quetzalcoatl International"
"13704","Nelson Lagoon Airport"
"13705","Norfolk Island Airport"
"13706","N'Dolo"
"13707","Nelspruit Airport"
"13708","Nicholson Station"
"13709","Norman's Cay Airport"
"13710","Nightmute Airport"
"13711","San Miguel Airport"
"13712","Kenitra Airport"
"13713","Wuxu"
"13714","Naknek Airport"
"13715","Nondalton Airport"
"13716","Nanuque Airport"
"13717","Nanyang East"
"13718","Nowra Airport"
"13719","Ireland West Airport Knock"
"13720","Nogales International"
"13721","Nonouti Airport"
"13722","Nab"
"13723","Nordfjordur Airport"
"13724","Fascene"
"13725","Gnoss Field"
"13726","Noumea La Tontouta"
"13727","Huambo Airport"
"13728","Pensacola NAS"
"13729","Napier Airport"
"13730","New Plymouth Airport"
"13731","Newport State"
"13732","Millington Regional Jetport"
"13733","Kingsville NAS"
"13734","Presidente Peron"
"13736","Key West NAS"
"13737","Newquay Airport"
"13738","Narrandera Airport"
"13739","Mayport NS"
"13740","Grand Lake Regional"
"13741","Kungsangen"
"13742","North Ronaldsay Airport"
"13743","Roosevelt Roads NAS"
"13744","Narita International"
"13745","Noosa Aust."
"13746","North Seaplane Base"
"13747","Whiting Field NAS North"
"13748","Joint Base Andrews"
"13749","Yaounde Nsimalen"
"13750","NASA Shuttle Landing Facility"
"13751","Nelson Airport"
"13752","Scone Airport"
"13753","Nakhon Si Thammarat Airport"
"13754","Sigonella Airport"
"13755","Snap Lake Mine/Debeers"
"13756","Point Mugu NAS"
"13757","Nantes Atlantique"
"13758","Williamtown"
"13759","Normanton Airport"
"13760","Santo Antao Airport"
"13761","Noto"
"13762","Del Norte International"
"13763","Oceana NAS"
"13764","Pilanesberg International"
"13765","Nuernberg"
"13766","Nuguria Airport"
"13767","Nuiqsut Airport"
"13768","Nulato Airport"
"13769","Saufley Field NOLF"
"13770","Nunapitchuk Airport"
"13771","Moffett Federal Airfield"
"13772","Whidbey Island NAS"
"13773","Perkins Field"
"13774","Benito Salas"
"13775","Nevada Municipal"
"13776","Narvik Airport"
"13777","Ministro Victor Konder International"
"13778","Norwich Airport"
"13780","Willow Grove NAS JRB"
"13781","Kingston Ulster"
"13782","Oswego County"
"13783","F and F Airpark Inc"
"13784","New York City Metropolitan Area"
"13785","Yuma MCAS/Yuma International"
"13786","Skavsta"
"13787","Bagan"
"13788","Cecil"
"13789","El Toro MCAS"
"13790","South Weymouth NAS"
"13791","North Island NAS"
"13792","Benton Field"
"13793","Orange Airport"
"13794","Bagram Airport"
"13795","Albert J Ellis"
"13796","Metropolitan Oakland International"
"13797","Oamaru Airport"
"13798","El Arrayan"
"13799","Xoxocotlan International"
"13801","Obock Airport"
"13802","Oberpfaffenhofen Airport"
"13803","Obihiro Airport"
"13804","Aubenas Airport"
"13805","Garrett County"
"13806","Kobuk Airport"
"13808","Ocean City Municipal"
"13809","Ocala International-Jim Taylor Field"
"13810","Nacogdoches A L Mangham Jr Regional"
"13811","Thumb Bay"
"13812","Boscobel"
"13813","Bob Maxwell Memorial Airfield"
"13814","Washington Warren"
"13815","Ouadda Airport"
"13816","Cordoba Airport"
"13817","Oodnadatta Airport"
"13818","Odense Airport"
"13819","Oakland Airport"
"13820","Odessa International"
"13821","A.J. Eisenberg"
"13822","Oecusse Airport"
"13823","Ornskoldsvik"
"13824","Offutt AFB"
"13825","Norfolk Regional/Karl Stefan Memorial Field"
"13826","Ofu Airport"
"13827","Searle Field"
"13828","Orangeburg Municipal"
"13829","Ogden-Hinckley"
"13830","Kahului Airport"
"13831","Yonaguni Airport"
"13832","Ogdensburg International"
"13833","Fayette County"
"13834","Bellefontaine Regional"
"13835","Ross County"
"13836","Union County"
"13837","Cincinnati - Blue Ash"
"13838","Portage County"
"13839","Kent State University"
"13840","Ohakea Airport"
"13841","Northeast Cape AFS"
"13842","Ohrid Airport"
"13843","Oshakati Airport"
"13844","Wyk Auf Foehr"
"13845","Eaton"
"13846","Oshima"
"13847","Oita Airport"
"13848","Johnson County Executive"
"13850","Naha"
"13851","Will Rogers World"
"13852","Okadama"
"13853","Okayama Airport"
"13854","Kokomo Municipal"
"13855","Okondja Airport"
"13856","Yokota AB"
"13857","Yorke Island Airport"
"13858","Oakey Airport"
"13859","Orland Airport"
"13860","Olbia Costa Smeralda"
"13861","Cattaraugus County-Olean"
"13862","L. M. Clayton"
"13863","Old Harbor Airport"
"13864","Rif"
"13865","Olympia Regional"
"13866","Olomouc Airport"
"13867","Olympic Dam Airport"
"13868","Nogales International"
"13869","Columbus Municipal"
"13870","Olive Branch Airport"
"13871","Eppley Airfield"
"13872","Omboue Airport"
"13873","Nome Airport"
"13874","Uromiyeh"
"13876","Omak Airport"
"13877","Omkalai Airport"
"13878","Mostar Airport"
"13879","Oradea Airport"
"13880","Omsk Tsentralny"
"13881","Winona Municipal/Max Conrad Field"
"13882","Ondangwa Airport"
"13883","Mornington Island Airport"
"13884","Oneonta Municipal"
"13885","Odate Noshiro Airport"
"13886","The O'Neill Municipal-John L. Baker Field"
"13887","Socorro Municipal"
"13888","Onion Bay Airport"
"13889","Ontario Municipal"
"13890","Newport Municipal"
"13891","Ontario International"
"13892","Enrique A Jimenez"
"13893","Cobol Alaska/Scaled/"
"13894","Toksook Bay"
"13895","Gold Coast Airport"
"13896","Cooma Airport"
"13898","Miami Opa Locka Executive"
"13899","Ophir Airport"
"13900","Porto Airport"
"13901","McDonald Lake Airport"
"13902","Bible Camp Airport"
"13903","Cinder River Lodge Airport"
"13905","Lemesurier Island Airport"
"13906","Tracy Arm Airport"
"13908","Vrems Airport"
"13909","Akolik Airport"
"13910","Mels Airport"
"13911","Meshik Airport"
"13912","Telaquana Lake Airport"
"13913","Chelatna Lake Lodge Airport"
"13914","Pumice Airport"
"13915","Points Alsworth"
"13916","Twin Lakes Airport"
"13917","Sandy Airport"
"13919","Waterkloof AFB"
"13920","Shirleyville Airport"
"13921","Doug Carney Strip Airport"
"13922","Shisholik Airport"
"13923","Camp Sivinuvik"
"13924","American Creek Airport"
"13925","Grants Pass Airport"
"13926","Siletz Bay State"
"13927","Florence Municipal"
"13928","Orebro Airport"
"13929","Orocue Airport"
"13930","Chicago O'Hare International"
"13931","Norfolk International"
"13932","Zorg en Hoop"
"13933","Worcester Regional"
"13934","Port Lions Airport"
"13935","Cork Airport"
"13936","Executive"
"13937","Ahmed Benbella"
"13939","Orapa Airport"
"13940","Northway Airport"
"13941","Juan Mendoza"
"13942","Robert/Bob/Curtis Memorial"
"13943","Paris Orly"
"13944","Orange Walk Airport"
"13945","Osaka Metropolitan Area"
"13946","Grand Glaize - Osage Beach"
"13947","Oscoda-Wurtsmith"
"13948","Are Ostersund"
"13949","Wittman Regional"
"13950","Osijek Airport"
"13951","Oskarshamn Airport"
"13952","Gardermoen"
"13953","Mosul International"
"13954","Osan AB"
"13955","Redzikowo"
"13956","Mosnov"
"13957","Oostende"
"13958","Ohio State University"
"13959","Kosciusko/Attala County"
"13960","Namsos Airport"
"13961","Zegrze Pomorskie"
"13962","Raul Arias Espinoza"
"13963","Worthington Municipal"
"13964","Southwest Oregon Regional"
"13965","Ottumwa Regional"
"13966","Henri Coanda"
"13967","Coto 47 Airport"
"13968","Anacortes Airport"
"13969","Otu Airport"
"13970","Ralph Wien Memorial"
"13971","Ouagadougou Airport"
"13972","Angads International"
"13973","Ouesso Airport"
"13974","Oudtshoorn Airport"
"13975","Oulu Airport"
"13976","University of Oklahoma/Max Westheimer"
"13977","Batouri Airport"
"13978","Bekily Airport"
"13979","Tolmachevo"
"13980","Asturias Airport"
"13981","Oroville Municipal"
"13982","Owatonna Degner Regional"
"13983","Owensboro Daviess County Regional"
"13984","Norwood Memorial"
"13986","Osvaldo Vieira"
"13987","Waterbury Oxford"
"13988","Oxnard"
"13989","Knoxville Municipal"
"13990","Goya Airport"
"13991","Oyem Airport"
"13992","Oiapoque Airport"
"13993","Tres Arroyos Airport"
"13994","Yosemite National Park Airport"
"13995","Ozona Municipal"
"13996","Misamis"
"13997","Zaporizhzhia International"
"13998","Moron AB"
"13999","Cairns AAF"
"14000","Husky Haven"
"14001","Bedford County"
"14002","Hpa An"
"14003","Paderborn/Lippstadt"
"14004","Snohomish County"
"14005","Pagadian Airport"
"14006","Barkley Regional"
"14007","Port Allen"
"14009","Tyndall AFB"
"14010","Pattani Airport"
"14011","Palo Alto Airport"
"14012","Port Au Prince International"
"14013","Palmer Buddy Woods Municipal"
"14014","Paris Metropolitan Area"
"14015","Paros Airport"
"14016","Jai Prakash Narayan International Patna"
"14017","Paulo Afonso"
"14018","Port-de-Paix Airport"
"14019","Tungud/Pamol"
"14020","Tajin"
"14021","Point Barrow LRRS"
"14022","Hermanos Serdan International"
"14023","Porbandar Airport"
"14024","Pine Bluff Regional Grider Field"
"14025","Plattsburgh International"
"14026","Paro International"
"14027","Palm Beach International"
"14028","Pack Creek Airport"
"14029","General Bartolome Salom"
"14030","Johan A. Pengel International"
"14031","Porto Amboim Airport"
"14032","Paraburdoo Airport"
"14033","Puerto Barrios Airport"
"14034","Pike County Hatcher Field"
"14036","Plettenberg Bay Airport"
"14037","Portage Creek Airport"
"14038","Puerto Rico Airport"
"14039","Prairie Du Chien Municipal"
"14040","Painter Creek Airport"
"14041","Paso Caballos Airport"
"14042","Porcupine Creek Airport"
"14043","Captain FAP David Abensur Rengifo International"
"14044","Princeton Airport"
"14045","Puerto Inirida Airport"
"14046","Pedro Bay Airport"
"14047","Mueo Nickel"
"14048","Tabing"
"14050","Dekalb Peachtree"
"14051","Ponta Delgada Airport"
"14052","Capitan Corbeta C. A. Curbelo International"
"14053","Piedras Negras International"
"14054","Eastern Oregon Regional at Pendleton"
"14055","Tydeo Larre Borges International"
"14056","Plovdiv Airport"
"14057","Portland International"
"14058","Pedernales Airport"
"14059","Las Malvinas Airport"
"14060","Andoas"
"14061","Penneshaw Airport"
"14062","Pelican Seaplane Base"
"14063","Bolshoe Savino"
"14064","Perugia S Francesco"
"14065","Matecana"
"14066","Capital International"
"14067","Padre Aldamiz"
"14068","Penang International"
"14069","Progreso Airport"
"14070","Pecos Municipal"
"14071","Perth International"
"14072","Pelotas Airport"
"14073","Puerto Lempira Airport"
"14074","Bacha Khan International"
"14075","Paf Warren Airport"
"14076","Passo Fundo Airport"
"14077","Port Frederick Airport"
"14078","Bay County"
"14079","Pafos International"
"14080","Ilebo Airport"
"14081","Page Municipal"
"14082","Punta Gorda Airport"
"14083","Perpignan Rivesaltes"
"14084","Pantnagar Airport"
"14085","Chitato Airport"
"14086","Depati Amir"
"14087","Jackson County"
"14088","Port Graham Airport"
"14089","Stevens Field"
"14091","Peach Springs Dirt Strip"
"14092","Pitt Greenville"
"14093","Phan Rang Airport"
"14094","Parnaiba Airport"
"14095","Port Harcourt Airport"
"14096","Harry Clever Field"
"14097","Port Hedland International"
"14098","Newport News/Williamsburg International"
"14099","Pinheiro Airport"
"14100","Philadelphia International"
"14101","St. Clair County International"
"14102","Point Hope Airport"
"14103","Nanuku Resort"
"14104","Phitsanulok Airport"
"14105","Henry County"
"14106","Kruger Park Gateway"
"14107","Phoenix Sky Harbor International"
"14108","General Downing - Peoria International"
"14109","Hattiesburg-Laurel Regional"
"14110","Pine Cay British West Indies"
"14111","Nassau-Paradise Island"
"14112","St Pete Clearwater International"
"14113","Pocatello Regional"
"14114","Phillips Field"
"14115","Prestwick"
"14116","Harris County"
"14117","Parintins Airport"
"14118","Pisco International"
"14119","Pilot Point Airport"
"14120","Pierre Regional"
"14121","Poitiers Biard"
"14122","Pittsburgh International"
"14123","Capitan FAP Guillermo Concha Iberico"
"14124","Pico"
"14125","Point Lay LRRS"
"14126","Payson Airport"
"14127","Panjgur Airport"
"14128","Puerto Jimenez Airport"
"14129","Port San Juan Airport"
"14130","Napaskiak Airport"
"14131","Mid-Ohio Valley Regional"
"14132","Yelizovo"
"14133","Park Rapids Municipal-Konshok Field"
"14134","Parkes Airport"
"14135","Porto Heli"
"14136","Pakhokku"
"14138","Pokhara Airport"
"14139","Simpang Tiga"
"14140","Selebi-Phikwe Airport"
"14141","Pakse International"
"14142","Planadas Airport"
"14143","Clinton County"
"14144","Planeta Rica Airport"
"14145","Plymouth Airport"
"14147","M Graham Clark Downtown"
"14148","Ponta Pelada Airport"
"14149","Sultan Mahmud Badaruddin II"
"14150","Pellston Regional Airport of Emmet County"
"14151","Port Lincoln Airport"
"14152","Palanga International"
"14153","Providenciales International"
"14154","Plato Airport"
"14155","Pampulha Carlos Drummond de Andrade"
"14156","Palu Celebes-Mutiara Indon."
"14157","Plymouth Municipal"
"14158","Port Elizabeth International"
"14159","Pemba"
"14160","Pembina Municipal"
"14161","El Tepual International"
"14162","Palmdale USAF Plant 42"
"14163","Parma Airport"
"14164","Ponta Pora Airport"
"14165","Greater Portsmouth Regional"
"14166","Palma de Mallorca"
"14167","Port Moller Airport"
"14168","Palermo Airport"
"14169","Pimaga Airport"
"14170","Perito Moreno Airport"
"14171","Palmerston North"
"14172","Palmyra Airport"
"14173","Paimiut Airport"
"14174","General Santiago Marino International"
"14175","Palmas Airport"
"14176","Puerto Madryn"
"14177","Palmar Sur"
"14178","Pamplona Airport"
"14179","Porto Nacional Airport"
"14180","Ponca City Regional"
"14181","Punta Gorda Airport"
"14182","Northeast Philadelphia"
"14183","Peterson's Point Airport"
"14184","Paranagua Airport"
"14185","Phnom Penh International"
"14186","Pohnpei International"
"14187","Supadio"
"14188","Pantelleria Airport"
"14189","Pinotepa Nacional"
"14190","Girua"
"14191","Pune Airport"
"14192","Antonio Agostinho Neto"
"14193","Pensacola International"
"14194","Sherman-Denison Airport"
"14195","Petrolina Airport"
"14196","Salgado Filho"
"14197","Pope AAF"
"14198","Brackett Field"
"14199","Port Frederick Airport"
"14200","Polk AAF"
"14201","Hayes Field"
"14202","Port Gentil Airport"
"14203","Pocahontas Municipal"
"14204","Capitan Nicolas Rojas"
"14205","Pemba Airport"
"14206","Port Moresby International"
"14207","Gregorio Luperon International"
"14208","Polk Inlet Airport"
"14209","Pori Airport"
"14210","Piarco"
"14211","Ken Jones"
"14212","Hudson Valley Regional"
"14213","Portoroz Airport"
"14214","Pontoise Cormeilles en Vexin"
"14215","Powell Municipal"
"14216","Lawica"
"14217","A. de Barros"
"14218","Prospect Creek Airport"
"14219","Palmas del Mar Airstrip"
"14220","Puerto Penasco Airport"
"14221","Tri City"
"14222","Pago Pago International"
"14223","Pompano Beach Airpark"
"14224","Machangara"
"14225","Powell Point Airport"
"14226","Proserpine Whitsunday Coast"
"14227","Puerto Princesa Airport"
"14228","Tahiti Faa'a"
"14229","Port Protection Airport"
"14230","Puerto Paez Airport"
"14231","Northern Maine Regional at Presque Isle"
"14232","Palenque International"
"14233","Port Macquarie Airport"
"14234","Pilot Station Airport"
"14235","General Urquiza"
"14236","Paso Robles Municipal"
"14237","Ernest A. Love Field"
"14238","Pine Ridge Airport"
"14239","Ruzyne"
"14240","Praslin Airport"
"14241","Capri Airport"
"14243","Pristina Airport"
"14244","Coast Guard Heliport"
"14245","Pyay Airport"
"14246","Prerov Airport"
"14247","Cox Field"
"14248","Wonderboom"
"14249","Prineville Airport"
"14250","Pisa Airport"
"14251","Mid State"
"14252","Tri Cities"
"14253","Port Said Airport"
"14254","Mercedita"
"14255","Pittsfield Municipal"
"14256","Petersburg James A Johnson"
"14257","Pasni Airport"
"14258","New River Valley"
"14259","Portsmouth International at Pease"
"14260","Palestine Municipal"
"14261","Pasto Airport"
"14262","Palm Springs International"
"14263","Pescara Airport"
"14264","Posadas Airport"
"14265","Palacios Municipal"
"14266","Stanley Airport"
"14267","Tte Av Salvador Ogaya G International"
"14268","Port Alsworth Airport"
"14269","Port Alice Airport"
"14270","Port Alexander Airport"
"14271","Malolo Lailai Airport"
"14272","Polokwane International"
"14273","Port Heiden Airport"
"14274","Portland Airport"
"14275","Oakland County International"
"14276","Port Armstrong Airport"
"14277","Harry P Williams Memorial"
"14278","Le Raizet"
"14279","Pleasant Harbour Airport"
"14280","Atkinson Municipal"
"14281","Pratt Regional"
"14282","Platinum Airport"
"14283","Porterville Municipal"
"14284","Heritage Field"
"14285","Contador"
"14286","Tocumen International"
"14287","Rio Amazonas"
"14288","Pueblo Memorial"
"14289","Carbon County Regional/Buck Davis Field"
"14290","Puerto Deseado Airport"
"14291","Pau Pyrenees"
"14292","Port Augusta Airport"
"14293","Punta Cana International"
"14294","Pukarua Airport"
"14295","Port of Poulsbo Marina Moorage Seaplane Base"
"14296","Prudhoe Bay Airport"
"14297","Carlos Ibanez del Campo International"
"14298","Puerto Rico Airport"
"14299","Gimhae International"
"14300","Puttaprathe"
"14301","Puerto Asis Airport"
"14302","Poum Sommet"
"14303","Pullman Moscow Regional"
"14304","Pula Airport"
"14305","Puerto Cabezas Airport"
"14306","Provincetown Municipal"
"14307","Theodore Francis Green State"
"14308","Placerville Airport"
"14309","Pudong"
"14310","Governador Jorge Teixeira de Oliveira"
"14311","Aktio"
"14312","Licenciado Gustavo Diaz Ordaz International"
"14313","Provideniya Bay"
"14314","Provo Municipal"
"14315","Hale County"
"14316","Pope Vanoy Airport"
"14317","Casement"
"14318","Wiley Post"
"14319","Pevek Airport"
"14320","Chicago Executive"
"14321","Portland International Jetport"
"14322","Big and Little Port Walter"
"14323","Bremerton National"
"14324","Puerto Escondido International"
"14325","Porto Santo Airport"
"14326","Pleiku Airport"
"14327","Port Ashton Airport"
"14328","Jeypore Airport"
"14329","Puerto Ayacucho Airport"
"14330","Polyarnyj Airport"
"14331","Perry Island Seaplane Base"
"14332","Plymouth Municipal"
"14333","Andravida"
"14334","Paz de Ariporo Airport"
"14335","Pietermaritzburg Airport"
"14336","Penzance Airport"
"14337","General Manuel Carlos Piar"
"14338","Port Sudan Airport"
"14339","Piestany International"
"14341","Jackpot/Hayden Field"
"14343","Centro de Lancamento de Alcantara"
"14344","San Carlos Apache"
"14345","Erie Ottawa International"
"14346","Kelleys Island Land Field"
"14347","Caledonia County"
"14348","Astrodomain Helipad"
"14352","Marina del Ray Airport"
"14355","Bella Coola Airport"
"14358","Jackass Aeropark"
"14359","Oman Ranch"
"14360","Put-In-Bay Airport"
"14361","Middle Bass Island Airport"
